"theta1","theta2","y","dob","eol","error.message","exec.time","ei","error.model","train.time","prop.type","propose.time","se","mean"
-3.34605511240183,1.10490908069096,8.12691914212193,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
5.07010271255424,7.82257018627008,66.3788136143607,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-9.27143608826648,-4.74596694762845,9.21044036697652,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
9.33607656757904,5.54326298036582,61.686427144198,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
6.03020572752757,-8.11261598063263,13.5538292728305,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-4.48643274818966,-7.20648529523726,5.19624991763124,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
4.06070545926381,9.03382803346874,65.5622211357809,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-8.13022797514857,6.53869357631734,73.7630068125646,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-0.937324866597443,-6.5691365681543,10.4662082722388,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-8.4827253269979,9.732942680561,76.7069318991049,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
7.29953821876644,2.57169788305488,12.8628644980123,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-4.02329131384487,0.0450323637031786,4.62738124982403,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-6.10745062025956,1.47185233154923,6.26606648121524,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-2.63868768849574,-5.71523433773982,3.71864529918147,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
5.93632692479435,-8.72637165241998,14.3454682363408,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
3.03195494232854,-1.72878432953431,13.1043273679125,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-5.55024189857075,-2.83149541508198,5.1327347859422,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
9.17554549232904,-3.83369331169133,12.9025271939877,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-7.24735323457268,4.40324980073514,64.3487492867868,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
1.70273191308794,-2.0986974462236,12.8109519857884,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
7.77786146276518,-0.743906803320305,12.7969876276645,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
2.25647576780686,7.48297120678658,67.1648556021597,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
0.198257554796889,2.81430143485188,12.8033540068316,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
0.969812162248633,4.17057078971498,12.1840362823238,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
-1.79282714335901,-9.69384362220752,9.21044036697652,0,NA,NA,NA,NA,NA,NA,"initdesign",NA,NA,NA
0.860237761146728,0.893840539642862,13.2440983813805,1,NA,NA,12.4310000000005,-4.2172409723513,NA,0.108000000000175,"infill_ei",0.344999999999345,8.6283445700828,2.26593225728122
-9.99984317167116,-7.81148830869433,9.21044036697652,2,NA,NA,1.75700000000143,-2.55443110732934,NA,0.111000000000786,"infill_ei",0.461999999999534,11.4968966514906,8.59642086007706
-4.34175755950781,-5.20806120828685,5.11517863965272,3,NA,NA,3.03200000000106,-2.39254977352568,NA,0.104999999999563,"infill_ei",0.311999999999898,9.07050568926487,6.51102701754084
-4.28711624516702,-5.18816080847412,5.02984619229251,4,NA,NA,3.02499999999964,-2.33862320360796,NA,0.115999999999985,"infill_ei",0.33600000000115,8.51365748904177,6.09785407051833
-3.96778505399108,-4.85559772448395,4.93401608032481,5,NA,NA,3.08200000000033,-2.28420579382344,NA,0.0990000000001601,"infill_ei",0.29700000000048,8.11228474678536,5.84372268553649
-3.88521267988672,-4.18219890854609,5.02116403568366,6,NA,NA,3.21700000000055,-2.26119826037321,NA,0.140000000001237,"infill_ei",0.34900000000016,7.70647409858609,5.51061243046755
-8.22234815503108,-0.533446404334531,4.02764074235776,7,NA,NA,2.11300000000119,-4.3837044742628,NA,0.341999999998734,"infill_ei",0.394000000000233,9.06955755612277,2.27870855314613
-6.1822679503347,0.180379302162072,5.87762501566847,8,NA,NA,3.06099999999969,-3.09063217414806,NA,0.135000000000218,"infill_ei",0.338999999999942,2.95997710606649,0.89744158597842
-4.36202179689264,-1.19060001765461,5.01894490759662,9,NA,NA,3.30799999999908,-3.48349184328857,NA,0.106999999999971,"infill_ei",0.338999999999942,5.26279631038705,1.36413228395093
-9.99864497708654,-2.10854881855413,9.21044036697652,10,NA,NA,1.66700000000128,-2.11742144778313,NA,0.105000000001382,"infill_ei",0.396999999999025,7.68406388745487,5.84890590822429
-3.7422541116545,-8.40602732444911,9.21044036697652,11,NA,NA,3.44900000000052,-1.93669953538511,NA,0.118999999998778,"infill_ei",0.358000000000175,5.87661058961936,4.58495987058649
-7.73579668353496,-9.99975398053566,3.39369943354603,12,NA,NA,2.35199999999895,-1.63697057710083,NA,0.311000000001513,"infill_ei",0.313000000000102,11.5736051738301,11.8892837110842
-9.99996648793803,1.1353716628675,5.29217585750918,13,NA,NA,1.70700000000033,-1.32698954407657,NA,0.126000000000204,"infill_ei",0.334000000000742,8.34473998678896,8.70072835342683
-2.91434706936717,-3.13651399827793,0.833100759781245,14,NA,NA,4.36999999999898,-1.22589707483833,NA,0.103000000000975,"infill_ei",0.954999999999927,3.70880163456328,3.93224359642038
9.99629205003515,-9.99800899807108,7.95972686807974,15,NA,NA,66.8360000000011,-0.65287713761012,NA,0.146999999999025,"infill_ei",0.329999999999927,13.2849811666807,17.6229422343321
5.74249139655563,3.7026821326052,11.8587860467529,16,NA,NA,4.66899999999987,-2.92036751034412,NA,0.236999999999171,"infill_ei",0.489999999999782,6.02559218040476,-0.137650294565614
9.99962696627276,-6.24237544862206,13.9812880127272,17,NA,NA,17.9390000000003,-0.763614113898428,NA,0.128999999998996,"infill_ei",0.406999999999243,10.643601753149,12.3003433821991
-9.99788016201949,-9.99786089628925,9.21044036697652,18,NA,NA,1.65900000000147,-0.519142716232501,NA,0.168999999999869,"infill_ei",0.344999999999345,5.33046218420674,5.71961146351637
-5.40497918563514,-9.99980511105177,5.01727202319659,19,NA,NA,3.08499999999913,-0.504457342245525,NA,0.149999999999636,"infill_ei",0.319999999999709,3.50666826977379,3.27364298437472
-7.68765728545533,-6.44791074131958,3.57245489617046,20,NA,NA,2.20199999999932,-0.479013197919745,NA,0.176000000001295,"infill_ei",0.365999999999985,4.75592968204057,5.10600389435758
-2.9724425740518,-2.68154369985477,1.35817995139924,21,NA,NA,4.18900000000031,-0.363144703841546,NA,0.260000000000218,"infill_ei",0.335999999999331,1.9971739602607,1.93825959437677
4.94868276376717,-5.04371148727415,12.5405320165411,22,NA,NA,15.5579999999991,-0.279696515285649,NA,0.130000000001019,"infill_ei",0.341999999998734,8.29009916458001,12.7506241426826
4.04244924436398,1.97490414636415,12.9824072755685,23,NA,NA,9.55699999999888,-0.282180554375173,NA,0.209999999999127,"infill_ei",0.366000000001804,5.42209729786009,7.53688148305867
-7.18410123164299,-9.30107530365825,3.61538146391827,24,NA,NA,2.52499999999964,-0.265250466752369,NA,0.259999999998399,"infill_ei",0.337000000001353,3.51789982301224,4.53361035640238
-2.26517426826816,-2.96392694376277,6.74225932113803,25,NA,NA,5.9330000000009,-0.274810878600808,NA,0.154000000000451,"infill_ei",0.387000000000626,1.18842723462227,1.30571491843398
